"False","Fisher","00:00","AnyTime","シルフズベーン","東部森林：青翠の奈落","雨","バターワーム -> 銅魚","339",""
"False","Fisher","00:00","AnyTime","インフェルノホーン","モードゥナ：タングル湿林源流","妖霧 -> 晴、快晴","グロウワーム","359",""
"False","Fisher","00:00","AnyTime","オオタキタロ","南部森林：ウルズの恵み","雷、雷雨","グロウワーム","387",""
"False","Fisher","00:00","AnyTime","ギガシャーク","中央ラノシア：サマーフォード沿岸","晴、快晴","シンキングミノー -> ハーバーヘリング","299",""
"False","Fisher","00:00","AnyTime","雷皇子","南部森林：根渡り沼","雷雨","カディスラーヴァ","355",""
"False","Fisher","00:00","AnyTime","スナガクレ","中央ラノシア：西アジェレス川","指定なし","ザリガニボール","306",""
"False","Fisher","00:00","AnyTime","ゴブスレイヤー","南部森林：ゴブリン族の生簀","雷、雷雨","ハニーワーム -> 銀魚","359",""
"False","Fisher","00:00","AnyTime","クリスタルパーチ","中央ラノシア：ささやきの谷","霧、風、曇","バターワーム","337",""
"False","Fisher","00:00","AnyTime","オオゴエナマズ","低地ラノシア：モーニングウィドー","指定なし","モスプパ","293",""
"False","Fisher","00:00","AnyTime","オシュオンプリント","低地ラノシア：モラビー湾西岸","指定なし","ゴビーボール","293",""
"False","Fisher","00:00","AnyTime","シルドラ","低地ラノシア：シダーウッド沿岸部","雨","スプーンワーム","339",""
"False","Fisher","00:00","AnyTime","ヴォイドバス","モードゥナ：早霜峠","晴or快晴 -> 妖霧","グロウワーム","378",""
"False","Fisher","00:00","AnyTime","シルバーソブリン","低地ラノシア：オシュオン灯台","指定なし","弓角","300",""
"False","Fisher","00:00","AnyTime","ナミタロ","南部森林：ウルズの恵み","雷、雷雨","トップウォーターフロッグ","399",""
"False","Fisher","00:00","AnyTime","マジック・マッシュルームクラブ","東部森林：シルフランド渓谷","雷or雨 -> 霧or曇","スピナーベイト -> スカルピン","373",""
"False","Fisher","00:00","AnyTime","フェアリークィーン","低地ラノシア：エンプティハート","曇、風、霧","スピナースピナーベイト","334",""
"False","Fisher","00:00","AnyTime","ブルーコープス","クルザス中央高地：スノークローク大氷壁","吹雪or雪 -> 晴、快晴","カディスラーヴァ","359",""
"False","Fisher","00:00","AnyTime","メイトリアーク","クルザス中央高地：調査隊の氷穴","指定なし","ハニーワーム -> アバラシアスメルト","349",""
"False","Fisher","00:00","03:59","カローンズランタン","クルザス中央高地：聖ダナフェンの旅程","吹雪、雪","グロウワーム","360",""
"False","Fisher","00:00","AnyTime","グリナー","南部森林：ハズーバ支流：東","晴、快晴、曇、霧、雷","ハナアブ","340",""
"False","Fisher","00:00","07:59","フローティングボルダー","南部森林：ハズーバ支流：下流","曇、霧","バスボール","352",""
"False","Fisher","00:00","AnyTime","ショニサウルス","クルザス中央高地：ウィッチドロップ","快晴or晴 -> 吹雪","ホバーワーム -> スプリットクラウド -> マハール","375",""
"False","Fisher","00:00","AnyTime","ドラウンドスナイパー","東ラノシア：東アジェレス川","晴、快晴","スナーブルフライ","349",""
"False","Fisher","00:00","AnyTime","テルプシコレアン","東ラノシア：レインキャッチャー樹林","霧","ハニーワーム","350",""
"False","Fisher","00:00","AnyTime","カイラージョン","中央森林：葉脈水系","指定なし","モスプパ -> ゼブラゴビー","308",""
"False","Fisher","00:00","AnyTime","黄金魚","東ラノシア：レッドマンティス滝","指定なし","ハニーワーム -> 銀魚","374",""
"False","Fisher","00:00","AnyTime","オールドマーリン","東ラノシア：ロータノ海沖合：船首","雨 -> 快晴","ピルバグ -> ハーバーヘリング -> オーガバラクーダ","387",""
"False","Fisher","00:00","AnyTime","ネプトの竜","東ラノシア：ロータノ海沖合：船尾","暴雨、雨","ポーラークリル","403",""
"False","Fisher","00:00","AnyTime","マハール","クルザス中央高地：ウィッチドロップ","快晴or晴 -> 吹雪","ホバーワーム -> スプリットクラウド","363",""
"False","Fisher","00:00","AnyTime","ダナフェンズマーク","クルザス中央高地：クルザス川","吹雪","フェザントフライ","357",""
"False","Fisher","00:00","AnyTime","リベットオイスター","西ザナラーン：ベスパーベイ","指定なし","ヘヴィメタルジグ","359",""
"False","Fisher","00:00","AnyTime","ローンリッパー","西ラノシア：ハーフストーン沿岸部","暴風","ヘヴィメタルジグ","352",""
"False","Fisher","00:00","AnyTime","コーネリア","北部森林：タホトトル湖畔","指定なし","レインボースプーン","379",""
"False","Fisher","00:00","AnyTime","パイレーツハンター","西ザナラーン：ウエストウインド岬","指定なし","ラグワーム -> メルトールゴビーorワフー","381",""
"False","Fisher","00:00","AnyTime","ブラッドバス","中央森林：ハウケタ御用邸","雷","ハニーワーム -> 銀魚","350",""
"False","Fisher","00:00","AnyTime","オルゴイコルコイ","南ザナラーン：サゴリー砂丘","灼熱波","サンドリーチ -> サンドストームライダー","348",""
"False","Fisher","00:00","AnyTime","アイアンヌース","南ザナラーン：忘れられたオアシス","霧","スピナー","366",""
"False","Fisher","00:00","AnyTime","ブラッディブルワー","グリダニア：紅茶川水系下流","指定なし","ザリガニボール","229",""
"False","Fisher","00:00","AnyTime","銅鏡","西ザナラーン：ノフィカの井戸","晴、快晴","バターワーム","308",""
"False","Fisher","00:00","AnyTime","ヴァンパイアウィップ","西ザナラーン：パラタの墓所","雨 -> 晴or快晴or霧or曇","ハニーワーム -> 銀魚","383",""
"False","Fisher","00:00","AnyTime","ホローアイズ","南ザナラーン：リザードクリーク","霧","ユスリカ -> 銅魚","349",""
"False","Fisher","00:00","AnyTime","サウザンドイヤー・イーチ","東ザナラーン：バーニングウォール","霧","テッポウムシ","359",""
"False","Fisher","00:00","AnyTime","ダークナイト","中央ザナラーン：アンホーリーエアー","砂塵、曇、霧","クロウフライ","348",""
"False","Fisher","01:00","03:59","ウーツナイフ・ゼニス","北ザナラーン：青燐泉","快晴or晴 -> 霧","ハニーワーム -> 銀魚","375",""
"False","Fisher","03:00","04:59","メテオサバイバー","低地ラノシア：ソルトストランド","曇、風、霧","ラットの尾","338",""
"False","Fisher","03:00","12:59","エーテルラウス","モードゥナ：銀泪湖北岸","妖霧","グロウワーム","339",""
"False","Fisher","04:00","11:59","血紅龍","モードゥナ：唄う裂谷","晴or快晴 -> 霧","ハニーワーム -> 銀魚","375",""
"False","Fisher","04:00","05:59","ジャンヌ・トラウト","高知ラノシア：愚か者の滝","晴、快晴、曇、雷、雷雨、霧","クロウフライ","354",""
"False","Fisher","04:00","09:59","シャドーストリーク","北部森林：プラウドクリーク","霧","トップウォーターフロッグ","356",""
"False","Fisher","04:00","05:59","トゥイッチビアード","ハウジングエリア：ミスト・ヴィレッジ","晴、快晴","スプーンワーム -> フルムーンサーディン","338",""
"False","Fisher","05:00","06:59","ドーンメイデン","クルザス中央高地：キャンプ・ドラゴンヘッド溜池","晴、快晴","フェザントフライ","349",""
"False","Fisher","05:00","07:59","ハイパーチ","中央ラノシア：ニーム川","指定なし","シンキングミノー","290",""
"False","Fisher","08:00","17:59","ジャノ","モードゥナ：唄う裂谷北部","妖霧","ハニーワーム -> 銀魚 -> 金魚","387",""
"False","Fisher","08:00","19:59","ヘリコプリオン","南ザナラーン：サゴリー砂海","霧or曇 -> 灼熱波","サンドリーチ -> サンドストームライダー","404",""
"False","Fisher","09:00","21:59","クノ・ザ・キラー","モードゥナ：唄う裂谷北部","指定なし","ハニーワーム -> 銀魚 -> アサシンベタ","399",""
"False","Fisher","09:00","16:59","メガオクトパス","リムサロミンサ：下甲板層","指定なし","ピルバグ -> ハーバーヘリング","295",""
"False","Fisher","09:00","13:59","リムレーンズソード","西ラノシア：ブルワーズ灯台","晴、快晴","弓角","295",""
"False","Fisher","09:00","13:59","ブルーウィドー","北部森林：さざめき川","指定なし","フローティングミノー","349",""
"False","Fisher","09:00","15:59","ミラースケイル","東ラノシア：レインキャッチャー沼沢地","晴、快晴","ユスリカ -> 銅魚","349",""
"False","Fisher","09:00","14:59","ボンバードフィッシュ","東ラノシア：北ブラッドショア","快晴","ヘリングボール","346",""
"False","Fisher","09:00","13:59","意地ブナ","グリダニア：紅茶川水系上流","霧、曇","クロウフライ","339",""
"False","Fisher","09:00","14:59","ヘルムズマンズハンド","西ラノシア：幻影諸島北岸","曇、霧、風","ラグワーム -> ピルバグorオーシャンクラウド","356",""
"False","Fisher","09:00","13:59","トリックスター","中央ラノシア：ローグ川","指定なし","モスプパ","308",""
"False","Fisher","09:00","13:59","ザルエラ","中央ラノシア：ゼファードリフト沿岸","指定なし","ラットの尾","308",""
"False","Fisher","09:00","15:59","ホーリーカーペット","南ザナラーン：サゴリー砂海","灼熱波","サンドリーチ -> サンドストームライダー","349",""
"False","Fisher","09:00","13:59","ゴールデンフィン","リムサロミンサ：上甲板層","指定なし","ピルバグ","298",""
"False","Fisher","10:00","14:59","アノマロカリス","クルザス中央高地：イシュガルド大雲海","晴、快晴","ホバーワーム -> スプリットクラウド","359",""
"False","Fisher","12:00","17:59","ディスコボルス","南ザナラーン：ザハラクの湧水","灼熱波","グロウワーム","345",""
"False","Fisher","15:00","20:59","マトロンカープ","グリダニア：囁きの渓谷","指定なし","ブラッドワーム","327",""
"False","Fisher","16:00","01:59","ジャンクモンガー","西ラノシア：スカルバレー沿岸部","晴、曇、快晴、霧、暴風","ラグワーム -> メルトールゴビーorメルトールゴビー -> ワフー","339",""
"False","Fisher","16:00","18:59","スプリングキング","高知ラノシア：ブロンズレイク北岸","晴、快晴、曇、雷、雷雨、霧","スピナーベイト","350",""
"False","Fisher","16:00","21:59","サーベルタイガーコッド","低地ラノシア：キャンドルキープ埠頭","指定なし","ゴビーボール、ラットの尾","338",""
"False","Fisher","17:00","17:59","フィンガーズ","西ザナラーン：クレセントコーヴ","指定なし","ポーラークリル","348",""
"False","Fisher","17:00","01:59","招嵐王","グリダニア：翡翠湖畔","雨","テッポウムシ","301",""
"False","Fisher","17:00","02:59","ラブカ","西ラノシア：船の墓場","曇、風、霧","ラグワーム -> メルトールゴビー -> ワフー -> ジャイアントスキッド","380",""
"False","Fisher","17:00","20:59","ジャッジレイ","北部森林：フォールゴウド秋瓜湖畔","指定なし","フェザントフライ","335",""
"False","Fisher","17:00","02:59","ドリームゴビー","中央ザナラーン：スートクリーク上流","指定なし","ザリガニボール","336",""
"False","Fisher","17:00","18:59","オヤジウオ","低地ラノシア：ブラインドアイアン坑道","指定なし","ハナアブ","349",""
"False","Fisher","17:00","06:59","マッドピルグリム","東ザナラーン：ドライボーン南湧水地","雨、暴雨","ユスリカ","359",""
"False","Fisher","17:00","20:59","オールドソフティ","中央ザナラーン：クラッチ狭間","指定なし","ブラッドワーム","338",""
"False","Fisher","17:00","19:59","トラマフィッシュ","高知ラノシア：オークウッド","曇、霧","スピナー -> スカルピン","339",""
"False","Fisher","17:00","19:59","ソルター","東ラノシア：隠れ滝","晴、快晴","ハニーワーム","349",""
"False","Fisher","17:00","19:59","ワーデンズワンド","東ザナラーン：ユグラム川","快晴","ハニーワーム","349",""
"False","Fisher","18:00","08:59","ニンジャベタ","モードゥナ：タングル湿林","妖霧","ユスリカ -> グラディエーターベタ -> アサシンベタ","359",""
"False","Fisher","18:00","22:59","レヴィンライト","中央森林：エバーシェイド","指定なし","ハナアブ","339",""
"False","Fisher","18:00","18:59","ビッグバイパー","南部森林：ハズーバ支流：上流","指定なし","バターワーム","359",""
"False","Fisher","18:00","20:59","グリーンジェスター","中央森林：芽吹の池","指定なし","ハニーワーム","348",""
"False","Fisher","18:00","04:59","ンデンデキ","西ザナラーン：ムーンドリップ洞窟","霧","ハニーワーム -> 銀魚orアサシンベタ","389",""
"False","Fisher","18:00","01:59","モルバ","東部森林：さざなみ小川","指定なし","ユスリカ -> グラディエーターベア","338",""
"False","Fisher","19:00","01:59","シーハッグ","西ラノシア：船隠しの港","晴、快晴","シュリンプフィーダー -> メルトールゴビー -> ワフー","385",""
"False","Fisher","19:00","02:59","サンダーガット","外地ラノシア：ロングクライム渓谷","雨","テッポウムシ","359",""
"False","Fisher","19:00","02:59","スケーリーフット","西ラノシア：スウィフトパーチ入植地","晴、曇、快晴、霧、暴風","ポーラークリル","338",""
"False","Fisher","19:00","23:59","ヌルヌルキング","中央ザナラーン：スートクリーク下流","指定なし","ザリガニボール","348",""
"False","Fisher","19:00","20:59","シャークトゥーナ","東ラノシア：コスタ・デル・ソル","晴、快晴","スプーンワーム -> フルムーンサーディン","339",""
"False","Fisher","19:00","21:59","ワームオブニーム","高知ラノシア：ブロンズレイク・シャロー","晴、快晴、曇、雷、雷雨、霧","バターワーム","349",""
"False","Fisher","19:00","03:59","ダークスター","クルザス中央高地：聖ダナフェンの落涙","雪、吹雪","ハニーワーム -> アバラシアスメルト","388",""
"False","Fisher","20:00","02:59","ジンコツシャブリ","東ザナラーン：ドライボーン北湧水地","雨、暴雨","ハナアブ","359",""
"False","Fisher","20:00","05:59","エンドセラス","西ラノシア：幻影諸島南岸","快晴or晴 -> 曇、霧、風","スプーンワーム -> フルムーンサーディン","399",""
"False","Fisher","20:00","22:59","ビアナックブーン","東ラノシア：南ブラッドショア","指定なし","シュリンプフィーダー","339",""
"False","Fisher","20:00","21:59","ダーティーヘリング","西ザナラーン：シルバーバザー","指定なし","ポーラークリル","337",""
"False","Fisher","21:00","02:59","人面魚","中央森林：鏡池","雨","バターワーム","337",""
"False","Fisher","21:00","03:59","スターブライト","クルザス中央高地：剣ヶ峰山麓","晴、快晴","ハニーワーム -> アバラシアスメルト","359",""
"False","Fisher","21:00","02:59","マッドゴーレム","西ザナラーン：足跡の谷","晴、快晴、曇、霧","バターワーム","339",""
"False","Fisher","21:00","02:59","ザ・リッパー","低地ラノシア：モラビー造船廠","指定なし","ゴビーボール、ラットの尾","323",""
"False","Fisher","21:00","02:59","ダークアンブッシャー","東部森林：花蜜桟橋","指定なし","モスプパ -> ゼブラゴビー","338",""
"False","Fisher","21:00","02:59","シンカー","南部森林：ハズーバ支流：中流","晴、快晴","シンキングミノー","350",""
"False","Fisher","21:00","23:59","スピアノーズ","ハウジングエリア：ゴブレットビュート","曇、霧","カディスラーヴァ","340",""
"False","Fisher","21:00","22:59","ターミネーター","東部森林：十二神大聖堂","指定なし","バターワーム","350",""
"False","Fisher","22:00","02:59","コエラカントゥス","西ラノシア：幻影諸島南岸","曇、霧、風","スプーンワーム -> フルムーンサーディン","383",""
"False","Fisher","23:00","01:59","キャプテンズチャリス","西ラノシア：サプサ産卵地","晴、快晴、霧、風、暴風、曇","スプーンワーム -> フルムーンサーディン","359",""
"False","Fisher","23:00","03:59","スウィートニュート","ハウジングエリア：ラベンダーベッド","霧","ユスリカ -> グラディエーターベア","346",""
"False","Fisher","23:00","03:59","ハンニバル","北ザナラーン：ブルーフォグ湧水地","霧","スピナーベイト -> スカルピン","357",""
